#
#
# US Geological Survey
# retrieved: 2023-05-15 17:18:31 -04:00	(caas01)
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://waterservices.usgs.gov/rest/Site-Service.html
#
# Contact:   gs-w_support_nwisweb@usgs.gov
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  site_tp_cd      -- Site type
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_acy_cd    -- Latitude-longitude accuracy
#  dec_coord_datum_cd -- Decimal Latitude-longitude datum
#  alt_va          -- Altitude of Gage/land surface
#  alt_acy_va      -- Altitude accuracy
#  alt_datum_cd    -- Altitude datum
#  huc_cd          -- Hydrologic unit code
#
agency_cd	site_no	station_nm	site_tp_cd	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd	alt_va	alt_acy_va	alt_datum_cd	huc_cd
USGS	06188110	LOST CREEK NEAR TOWER JUNCTION, YNP	ST	44.9118822	-110.4182553	S	NAD83	 6360	 20	NGVD29	10070001
USGS	06188130	LOST CR NR TOWER JUNCTION RANGER STATION YNP	ST	44.91632666	-110.4196442	S	NAD83				10070001
USGS	06188500	East Fork Blacktail Deer Creek near Mammoth, YNP	ST	44.95055556	-110.5822222	T	NAD83	 6677	 10	NAVD88	10070001
USGS	06189000	Blacktail Deer Creek nr Mammoth YNP	ST	44.94963889	-110.5865028	1	NAD83	 6680	 10	NGVD29	10070001
USGS	06189010	BLACKTAIL DEER C AB TRIB FROM BLACKTAIL POND, YNP	ST	44.9554919	-110.5918727	S	NAD83	 6595	 10	NGVD29	10070001
USGS	06189020	UNNAMED TRIB FROM BLACKTAIL POND, YNP, WY	ST	44.95888889	-110.5955556	R	NAD83	 6604	 20	NAVD88	10070001
USGS	06189030	BLACKTAIL DEER C BL TR FROM BLACKTAIL P YNP, WY	ST	44.96160305	-110.5913172	S	NAD83				10070001
USGS	06189730	GARDNER R AB DIV DAM, NR MAMMOTH, YNP	ST	44.8936111	-110.7497222	R	NAD83	 7389	 20	NAVD88	10070001
USGS	06189750	PANTHER C AB DIV DAM, NR MAMMOTH, YNP	ST	44.89291667	-110.7666667	T	NAD83	 7475	 20	NAVD88	10070001
USGS	06189820	INDIAN CREEK DIVERSION NEAR MAMMOTH, YNP	ST	44.88805556	-110.7613889	T	NAD83	 7432	 20	NAVD88	10070001
USGS	06189850	OBSIDIAN CREEK NEAR MAMMOTH, YNP	ST	44.88243499	-110.734655	S	NAD83	 7275	 10	NAVD88	10070001
USGS	06189890	GLEN CREEK AT GRAND LOOP ROAD, NEAR MAMMOTH, YNP	ST	44.9325	-110.7277778	R	NAD83	 7275	 20	NAVD88	10070001
USGS	06189900	Glen C trib ab Rustic Falls, nr Mammoth, YNP	ST	44.9323611	-110.7275833	R	NAD83	 7273	 20	NAVD88	10070001
USGS	06189902	GLEN CREEK ABOVE RUSTIC FALLS, NR MAMMOTH, YNP	ST	44.93305556	-110.7270833	R	NAD83	 7274	 20	NAVD88	10070001
USGS	06189910	GLEN C AT MAMMOTH DIV YNP	ST	44.9443798	-110.7057657	T	NAD83				10070001
USGS	06189980	LAVA CR AB LUPINE CR NR MAMMOTH YNP	ST	44.9393805	-110.6274295	S	NAD83				10070001
USGS	06190000	Lupine Creek near Mammoth YNP	ST	44.93913889	-110.6249444	R	NAD83	 6700	100	NGVD29	10070001
USGS	06190010	SAND SPRING NEAR MAMMOTH, YNP	ST	44.9511111	-110.6116667	R	NAD83	 6621	 10	NAVD88	10070001
USGS	06190020	SAND SPRING TRIBUTARY NEAR MAMMOTH, YNP	ST	44.95138889	-110.6126389	R	NAD83	 6625	 10	NAVD88	10070001
USGS	06190370	Gardner R ab Mammoth Hot Sp outlfow nr Mammoth YNP	ST	44.9679912	-110.6802093	U	NAD83	 5790	 10	NGVD29	10070001
USGS	06190400	MAMMOTH HOT SPRING NEAR MAMMOTH, YNP	ST	44.9679722	-110.70125	R	NAD83	 6325	 20	NAVD88	10070001
USGS	06190415	Mammoth Hot Sp outflow at Mammoth YNP	ST	44.9688245	-110.6846539	U	NAD83	 5920	 10	NGVD29	10070001
USGS	06190500	Gardner River at Mammoth YNP	ST	44.9817222	-110.6858361	1	NAD83	 5680	 10	NGVD29	10070001
USGS	06190525	Gardner R sinkhole diversion at Mammoth YNP	ST	44.9813245	-110.6865985	U	NAD83	 5720	 10	NGVD29	10070001
USGS	06190530	Clematis Creek at Mammoth YNP	ST	44.9746577	-110.7027102	U	NAD83	 6240	 10	NGVD29	10070001
USGS	06190540	Boiling River at Mammoth,YNP	ST	44.9851333	-110.6893444	1	NAD83	 5680	0.1	NGVD29	10070001
USGS	06205450	CLARKS F YLWSTN R NR MT-WY ST L, NR COOKE CITY, MT	ST	44.95772048	-109.8065667	S	NAD83				10070006
USGS	06205500	Clarks Fk Yellowstone ab Kuchuntekaa N. nr Cody WY	ST	44.88138889	-109.6547222	T	NAD83	 6480	 20	NGVD29	10070006
USGS	06205950	LODGEPOLE CREEK AT MOUTH, NEAR PAINTER, WY	ST	44.84133426	-109.6362826	S	NAD83	 6560	 20	NGVD29	10070006
USGS	06206000	CLARKS FK YELLOWSTONE R BL CRANDAL C NR PAINTER	ST	44.8583333	-109.5694444	T	NAD83	 6034	 20	NAVD88	10070006
USGS	06206500	SUNLIGHT CREEK NEAR PAINTER, WY	ST	44.74994708	-109.506277	T	NAD83	 6700	 20	NGVD29	10070006
USGS	06206550	SUNLIGHT CR NR CLARK WYO	ST	44.76328078	-109.4334951	S	NAD83				10070006
USGS	06206570	CLARKSFORK YELLOWSTONE R BL FALLS C N CLARK WYO	ST	44.84966955	-109.2982095	S	NAD83				10070006
USGS	06206600	CLARKS F YELLOWSTONE R AB PAINT C NR CLARK WY	ST	44.83467019	-109.2312616	T	NAD83				10070006
USGS	06206650	PAT OHARA CR NR CLARK WYO	ST	44.731616	-109.21765	S	NAD83				10070006
USGS	06207000	CLARKS FORK YELLOWSTONE RIVER NEAR CLARK WYO	ST	44.8521705	-109.1718146	S	NAD83				10070006
USGS	06207507	BIG SAND CL AB ST DITCH NR BADGER BASIN, WY	ST	44.92494887	-109.0112525	S	NAD83				10070006
USGS	06218500	WIND RIVER NEAR DUBOIS, WY	ST	43.57856415	-109.7598835	S	NAD83	 7188.71	.10	NGVD29	10080001
USGS	06218700	WAGON GULCH NEAR DUBOIS, WY	ST	43.5783333	-109.7379167	S	NAD83	 7185	 20	NAVD88	10080001
USGS	06219000	WARM SPRINGS CK NR DUBOIS WYO	ST	43.56439775	-109.7240485	S	NAD83				10080001
USGS	06220000	WIND RIVER AT DUBOIS WYO	ST	43.53134276	-109.632378	S	NAD83				10080001
USGS	06220500	EAST FORK WIND RIVER NEAR DUBOIS, WY	ST	43.4543997	-109.4665368	S	NAD83	 6450	 20	NGVD29	10080001
USGS	06220800	WIND RIVER ABOVE RED CREEK, NEAR DUBOIS, WY	ST	43.441622	-109.4587584	S	NAD83	 6400	 10	NGVD29	10080001
USGS	06221400	DINWOODY CREEK ABOVE LAKES, NEAR BURRIS, WY	ST	43.34616667	-109.4087778	S	NAD83	 6500	 20	NGVD29	10080001
USGS	06221500	DINWOODY CREEK NEAR BURRIS, WY	ST	43.43190078	-109.3509747	S	NAD83	 6196.63	.01	NGVD29	10080001
USGS	06222000	WIND RIVER NEAR BURRIS, WY	ST	43.4305119	-109.34653	F	NAD83	 6177.22	.01	NGVD29	10080001
USGS	06222100	UPPER WIND RIV A CANAL AT HEADWORKS, NR BURRIS, WY	ST-CA	43.4163454	-109.3284733	S	NAD83	 6150	 20	NGVD29	10080001
USGS	06222500	DRY CREEK NEAR BURRIS, WY	ST	43.3363457	-109.2993044	S	NAD83	 6430	 10	NGVD29	10080001
USGS	06222510	DRY CREEK CANAL AT HEADGATE, NEAR BURRIS, WY	ST-CA	43.34384577	-109.2909707	S	NAD83	 6360	 10	NGVD29	10080001
USGS	06222600	WIND RIVER ABOVE CROW CREEK, NEAR LENORE, WY	ST	43.3533333	-109.1886111	S	NAD83	 5910	 10	NGVD29	10080001
USGS	06222700	CROW CREEK NEAR TIPPERARY, WY	ST	43.57666667	-109.2622222	S	NAD83	 8600	 10	NGVD29	10080001
USGS	06223000	MEADOW CREEK NR LENORE WYO	ST	43.29440156	-109.2159674	S	NAD83				10080001
USGS	06223500	WILLOW CREEK NEAR CROWHEART, WY	ST	43.28329036	-109.186244	S	NAD83	 6080	 10	NGVD29	10080001
USGS	06223700	SAND DRAW NEAR CROWHEART, WY	ST	43.26384566	-109.0854073	T	NAD83				10080001
USGS	06223750	WIND RIVER AB BULL LAKE CREEK, NR CROWHEART, WY	ST	43.2527345	-109.0504061	S	NAD83	 5675	 10	NGVD29	10080001
USGS	06223800	WIND RIVER TRIB NO 2 NR CROWHEART WYO	ST	43.23828999	-109.0317944	S	NAD83				10080001
USGS	06224000	BULL LAKE CREEK ABOVE BULL LAKE, WY	ST	43.1766111	-109.2025556	5	NAD83	 5874	 10	NGVD29	10080001
USGS	06224500	BULL LAKE NEAR LENORE, WY	LK	43.2096788	-109.0423503	M	NAD83				10080001
USGS	06225000	BULL LAKE CREEK NEAR LENORE, WY	ST	43.24245665	-109.0229052	S	NAD83	 5654	 10	NGVD29	10080001
USGS	06225500	WIND RIVER NEAR CROWHEART, WY	ST	43.2425	-109.0105556	S	NAD83	 5635	 10	NGVD29	10080001
USGS	06226000	WYOMING CANAL NEAR LENORE, WY	ST-CA	43.22912385	-108.8951234	S	NAD83	 5560.85	 10	NGVD29	10080001
USGS	06226100	WIND RIVER BEL WY CANAL DIVERSION, NR LENORE, WY	ST	43.22194444	-108.95	S	NAD83	 5550	 10	NGVD29	10080001
USGS	06226200	LITTLE DRY CREEK NEAR CROWHEART, WY	ST	43.53606698	-109.089575	T	NAD83	 6986	  5	NAVD88	10080001
USGS	06226300	DRY CREEK NEAR CROWHEART, WY	ST	43.39440046	-109.0409616	F	NAD83	 6181	  5	NAVD88	10080001
USGS	06226500	PILOT WASTEWAY NEAR MORTON, WY	ST	43.19301359	-108.7576193	F	NAD83	 5410	 10	NGVD29	10080001
USGS	06227000	PILOT CANAL NR MORTON WYO	ST-CA	43.1999581	-108.7340073	M	NAD83				10080005
USGS	06227500	WYOMING CANAL BELOW PILOT DIVERSION, NR MORTON, WY	ST-CA	43.22055556	-108.7838889	F	NAD83	 5570	 10	NGVD29	10080005
USGS	06227596	JOHNSTOWN DITCH AT HEADWORKS, NEAR KINNEAR, WY	ST-DCH	43.15051377	-108.7287295	S	NAD83	 5310	 10	NGVD29	10080001
USGS	06227600	WIND RIVER NEAR KINNEAR, WY	ST	43.14277778	-108.7088889	S	NAD83	 5294.7	0.5	NAVD88	10080001
USGS	06227700	LECLAIR CANAL NR RIVERTON, WY	ST-CA	43.0413482	-108.4301061	S	NAD83				10080001
USGS	06227810	LEFTHAND DITCH AT HEADWORKS, NEAR RIVERTON, WY	ST-DCH	43.02607066	-108.5206659	S	NAD83	 5060	 10	NGVD29	10080001
USGS	06228000	WIND RIVER AT RIVERTON, WY	ST	43.01051478	-108.3767701	S	NAD83	 4901.56	.02	NGVD29	10080001
USGS	06228350	SF L WIND RIV AB WASHAKIE RES, NR FT WASHAKIE, WY	ST	42.96828927	-109.037628	S	NAD83	 6440	 20	NGVD29	10080002
USGS	06228450	SOUTH FORK LITTLE WIND RIV BEL WASHAKIE RES, WY	ST	42.9844004	-108.9998493	S	NAD83	 6280	 20	NGVD29	10080002
USGS	06228500	LITTLE WIND R NR FORT WASHAKIE, WYO.	ST	42.99995657	-108.935403	M	NAD83	 5720.00	 20	NGVD29	10080002
USGS	06228510	RAY CANAL AT HEADWORKS, NEAR FORT WASHAKIE, WY	ST-CA	42.9998333	-108.9327222	5	NAD83	 5710	 10	NGVD29	10080002
USGS	06228800	NORTH FORK LITTLE WIND RIVER NR FORT WASHAKIE, WY	ST	43.0271782	-109.0012383	S	NAD83	 6150	 10	NGVD29	10080002
USGS	06229000	N FK LITTLE WIND R AT FORT WASHAKIE, WYO.	ST	43.01106816	-108.8867905	M	NAD83	 5540.00	 20	NGVD29	10080002
USGS	06229680	SAGE CR AB NORKOK MEADOWS CR, NR FT WASHAKIE, WY	ST	43.09638889	-108.9088889	F	NAD83	 5675	 10	NGVD29	10080002
USGS	06229700	NORKOK MEADOW CREEK NEAR FORT WASHAKIE, WY	ST	43.08217919	-108.904013	S	NAD83	 5663	  5	NAVD88	10080002
USGS	06229800	SAND DRAW NR FORT WASHAKIE WYO	ST	43.0616235	-108.9129023	S	NAD83				10080002
USGS	06229900	TROUT CREEK NEAR FORT WASHAKIE, WY	ST	42.9510676	-108.9490144	S	NAD83	 5935	 10	NGVD29	10080002
USGS	06230190	MILL CR AB RAY LAKE OUTLET CANAL, NR FT WASHAKIE	ST	42.94718	-108.8087322	S	NAD83	 5505	 10	NGVD29	10080002
USGS	06230300	LAKE OUTLET NR FT WASHAKIE WYO	ST	42.95356885	-108.8137324	S	NAD83				10080002
USGS	06230500	LITTLE WIND RIVER NEAR ARAPAHOE, WY	ST	42.98273707	-108.5990024	S	NAD83	 5099.35	 10	NGVD29	10080002
USGS	06231000	LITTLE WIND RIVER ABOVE ARAPAHOE, WY	ST	42.96023785	-108.498998	S	NAD83	 4990	 10	NGVD29	10080002
USGS	06231500	MIDDLE POPO AGIE RIVER NR LANDER WYO	ST	42.74301317	-108.8173414	S	NAD83	 6560.00	 10	NGVD29	10080003
USGS	06231600	POPO AGIE RIVER BELOW THE SINKS, NEAR LANDER, WY	ST	42.7574578	-108.798452	S	NAD83	 6150	 10	NGVD29	10080003
USGS	06231930	BALDWIN CR BEL DICKINSON CR, AT LANDER, WY	ST	42.8499585	-108.7242836	S	NAD83	 5290	 10	NGVD29	10080003
USGS	06231950	LITTLE DICKINSON CR AT LANDER (FORMERLY BALDWIN C)	ST	42.8485697	-108.7173389	M	NAD83				10080003
USGS	06232000	NORTH POPO AGIE RIVER NEAR MILFORD, WY	ST	42.86384586	-108.9076237	F	NAD83	 6190	 10	NGVD29	10080003
USGS	06232500	NORTH POPO AGIE RIVER NEAR LANDER, WY	ST	42.8830135	-108.788453	S	NAD83	 5498.08	 10	NGVD29	10080003
USGS	06232600	POPO AGIE R AT HUDSON SIDING, NR LANDER, WY	ST	42.86634779	-108.6851156	S	NAD83	 5200	 10	NGVD29	10080003
USGS	06232800	LITTLE POPO AGIE RIVER NEAR ATLANTIC CITY, WY	ST	42.5921773	-108.9195634	S	NAD83	 9780	 10	NGVD29	10080003
USGS	06233000	LITTLE POPO AGIE RIVER NEAR LANDER, WY	ST	42.7166259	-108.6434455	S	NAD83	 5436.49	 10	NGVD29	10080003
USGS	06233340	MONUMENT DRAW AT UPPER STATION NR HUDSON, WY	ST	42.81579386	-108.5517765	S	NAD83				10080003
USGS	06233360	MONUMENT DRAW AT LOWER STATION, NEAR HUDSON, WY	ST	42.82079346	-108.5837222	S	NAD83	 5250	 10	NGVD29	10080003
USGS	06233440	COAL MINE DRAW TRIB NR HUDSON WYO	ST	42.84523778	-108.5851114	S	NAD83				10080003
USGS	06233500	LITTLE POPO AGIE RIVER AT HUDSON, WY	ST	42.9010708	-108.5873343	S	NAD83	 5074.28	 .1	NGVD29	10080003
USGS	06233600	POPO AGIE R AT HUDSON, WYO	ST	42.9124598	-108.5692782	S	NAD83				10080003
USGS	06233900	POPO AGIE RIVER NR ARAPAHOE, WY	ST	42.94634899	-108.5101094	S	NAD83	 4995.72	 .5	NGVD29	10080003
USGS	06234000	LITTLE WIND RIVER BELOW ARAPAHOE WYO	ST	42.95551564	-108.488164	M	NAD83	 4990.00	 10	NGVD29	10080002
USGS	06234500	BEAVER CREEK NR LANDER WYO	ST	42.6305169	-108.3534335	M	NAD83				10080002
USGS	06234700	SOUTH FORK HALL CREEK NEAR LANDER, WY	ST	42.6455168	-108.3903795	S	NAD83	 5780	 10	NGVD29	10080002
USGS	06234800	BOBCAT DRAW NEAR SAND DRAW, WY	ST	42.82607317	-108.2223175	S	NAD83	 5520	 10	NGVD29	10080002
USGS	06235000	BEAVER CREEK NEAR ARAPAHOE, WY	ST	42.95440445	-108.4281612	S	NAD83	 4970	 10	NGVD29	10080002
USGS	06235500	LITTLE WIND RIVER NEAR RIVERTON, WY	ST	42.9975	-108.3754167	5	NAD83	 4901.84	 10	NGVD29	10080002
USGS	06235700	HAYMAKER CREEK NEAR RIVERTON, WY	ST	43.08162565	-108.3801038	S	NAD83	 4969	 10	NGVD29	10080001
USGS	06236000	KIRBY DRAW NEAR RIVERTON, WY	ST	43.09134749	-108.2689875	S	NAD83	 4840	 10	NGVD29	10080001
USGS	06236100	WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY	ST	43.1289722	-108.2248333	S	NAD83	 4775	 10	NGVD29	10080001
USGS	06238760	W F DRY CHEYENNE CR AT UPPER STA, NR RIVERTON, WY	ST	42.9532921	-108.105091	S	NAD83	 5410	 10	NGVD29	10080004
USGS	06238780	W F DRY CHEYENNE CREEK TRIBUTARY, NR RIVERTON, WY	ST	42.96745866	-108.10398	S	NAD83	 5470	 10	NGVD29	10080004
USGS	06239000	MUSCRAT CREEK NEAR SHOSHONI, WY	ST	43.14801387	-108.1581504	S	NAD83	 4770	 10	NGVD29	10080004
USGS	06244500	FIVEMILE CREEK AB WYOMING CANAL, NR PAVILLION, WY	ST	43.30134657	-108.7028948	S	NAD83	 5500	 10	NGVD29	10080005
USGS	06245000	FIVEMILE CREEK NR PAVILLION WYO	ST	43.2988466	-108.6978946	S	NAD83				10080005
USGS	06245500	POWERLINE WASTEWAY NR PAVILLION WYO	ST	43.24995827	-108.617336	M	NAD83				10080005
USGS	06246000	PAVILLION DRAIN NEAR PAVILLION, WY	ST	43.22277778	-108.5	F	NAD83	 5180	 10	NGVD29	10080005
USGS	06246500	OCEAN DRAIN AT OCEAN LAKE OUTLET,NR PAVILLION,WY	ST-DCH	43.19884747	-108.5695566	S	NAD83				10080005
USGS	06246800	OCEAN DRAIN NR MIDVALE WY	ST-DCH	43.21134755	-108.4764973	S	NAD83	 5140.00	 10	NGVD29	10080006
USGS	06247000	OCEAN DRAIN NR PAVILLION WYO	ST-DCH	43.21662529	-108.4673302	S	NAD83				10080005
USGS	06247500	DUDLEY WASTEWAY NR PAVILLION WYO	ST	43.21662526	-108.4506629	M	NAD83				10080005
USGS	06248000	KELLETT DRAIN NR PAVILLION WYO	ST	43.1999586	-108.417328	M	NAD83				10080005
USGS	06248500	DEWEY DRAIN NR PAVILLION WYO	ST	43.1999586	-108.417328	M	NAD83				10080005
